,Open,High,Low,Close,Adj Close,Volume,RSI,CCI,STOCH,STOCH_SIGNAL,Boll_Percent,WILL_R,DON_CHIAN_pband,ADX_Pos,ADX_Neg,Aroon,MFI,Candel_Body,Candel_Upper_Shadow,Candel_Lower_Shadow,Date
0,76.55500030517578,76.58999633789062,75.42500305175781,75.46499633789062,75.46499633789062,167140000,47.68255102826107,-31.378835658927194,9.658989104990896,36.123160335419676,0.3294237824456487,-90.3410108950091,0.409653070358487,41.615615666553715,43.709146770571806,32.0,46.767585255247525,-1.423167540675164,0.04569269406993104,0.05221737569535176,1983-03-16
1,75.46499633789062,75.46499633789062,75.19999694824219,75.44499969482422,75.44499969482422,140580000,47.572878470682866,-67.6447858847984,9.24538133995123,23.28379938643404,0.31675286420279,-90.75461866004878,0.4047034073548102,40.52483784157162,44.789005097728435,32.0,47.99435569160564,-0.026497905037816887,0.0,0.3246574683248431,1983-03-17
2,75.44499969482422,75.83999633789062,75.41999816894531,75.625,75.625,150220000,48.71633169093366,-53.01456911626419,16.037841775085578,11.647404073342559,0.345790848294528,-83.96215822491442,0.4492579282421615,42.612860289873105,42.871080147722964,31.999999999999996,54.55452439090686,0.2373421860067401,0.28348674613953023,0.03296614858407525,1983-03-18
3,75.625,76.3499984741211,75.31500244140625,76.30999755859375,76.30999755859375,144320000,52.92418597682084,-29.601496158765393,41.886791366409376,22.39000482714872,0.48829724393563795,-58.113208633590624,0.6188117409556759,43.29277425083794,38.49630974894925,32.00000000000001,53.26310214740179,0.897180841235944,0.05239150795910245,0.4060216958600516,1983-03-21
4,76.36000061035156,76.43499755859375,75.80000305175781,75.83499908447266,75.83499908447266,159220000,49.86858573511585,-41.52639065350267,23.96233096582321,27.29565470243938,0.32590202472228763,-76.03766903417679,0.35622966203946327,41.40372696346719,36.06472489585579,32.0,51.79896551150914,-0.6868601329861352,0.09811859833539752,0.04578535204114633,1983-03-22
5,75.83999633789062,77.28500366210938,75.83999633789062,77.08999633789062,77.08999633789062,189960000,56.942032909959515,17.86252324780568,71.32069061815334,45.723270983461965,0.6568282989281313,-28.679309381846657,0.7132069061815334,43.71851366840769,31.215960131681918,32.0,50.87520300265226,1.6173901025676463,0.25232233289568506,0.0,1983-03-23
6,77.11000061035156,77.67500305175781,77.05500030517578,77.41000366210938,77.41000366210938,184680000,58.5481133255816,74.2543713479435,86.32821231131443,60.537077965096984,0.7335322177288391,-13.671787688685571,0.8339643174862743,44.83696387010615,29.3960640112711,32.0,50.91385297223304,0.3862285677129733,0.34116431185958024,0.0708082433406954,1983-03-24
7,77.41000366210938,77.61499786376953,76.62000274658203,76.8550033569336,76.8550033569336,154660000,54.73485913245061,36.30887170849159,66.86878090282487,74.83922794409754,0.5583793483988422,-33.131219097175126,0.6245303606542274,40.73278718043891,30.707081927792917,32.0,51.26429941747975,-0.7150683765397021,0.2641167394218882,0.3027773198731996,1983-03-25
8,76.62000274658203,76.95500183105469,76.28500366210938,76.55000305175781,76.55000305175781,117020000,52.70337689230741,-13.313791496985782,54.545566639128985,69.24751995108942,0.44127608853981587,-45.454433360871015,0.5094359721426495,38.197308491888684,31.908001039842247,32.0,52.254025375815566,-0.0909618519377006,0.4353181424231603,0.3443562904854597,1983-03-28
9,76.55000305175781,77.0199966430664,76.4000015258789,76.4749984741211,76.4749984741211,130600000,52.190383591840856,-7.256385826505124,51.515086127174754,57.64314455637619,0.4268617330927902,-48.484913872825246,0.4811323742374209,36.57855833532374,30.044295896651423,28.0,51.352982804595406,-0.09738325227968042,0.6102228145850018,0.09737334654757995,1983-03-29
