-1.453692609463966168e+00 -1.455362672773539368e+00 -1.452656591987108392e+00 -1.453974263149127255e+00 -1.453974263149127255e+00 -1.755510511565140930e-01 -1.183322055650203986e+00 -7.327908903235488269e-01 1.219000547791844413e+00 -6.909980767894599030e-01 1.381751872038209150e+00 2.513440680363964730e-01 -1.181924996593906263e+00 -8.027187536694402326e-01 1.002729087921096385e+00 1.075045826185102804e+00 9.122185121199397617e-01 1.082048451076857321e+00 1.137210676803516396e+00 -9.573089188583917553e-01 -1.233605436040308589e+00 5.558185190818752952e-01 7.747113912162698623e-01 -1.183753229783574890e+00 5.331859830878450390e-01 1.510096806673033365e+00
-1.451717926259210145e+00 -1.445766025366051144e+00 -1.450667698511501014e+00 -1.444315881794243639e+00 -1.444315881794243639e+00 -1.755510511565140930e-01 -1.195847970015781359e+00 -7.118324561640372306e-01 1.213069626712328652e+00 -7.016610344821848644e-01 1.383215386642139277e+00 2.433543060319377227e-01 -1.184995018423008917e+00 -7.974478014949567539e-01 1.005970142175755866e+00 1.071387539928052801e+00 9.153435262904302538e-01 1.079461758161797569e+00 1.134625966073482983e+00 -9.596732261956334442e-01 -1.232044894945743430e+00 5.584041587286481256e-01 7.724615577304073666e-01 -1.185247135567769616e+00 5.353319876354528661e-01 1.509061760461307244e+00
-1.446890863350835943e+00 -1.448601375772588629e+00 -1.445805898957177593e+00 -1.447169471630179061e+00 -1.447169471630179061e+00 -1.755510511565140930e-01 -1.208016972362291552e+00 -6.906583356159146092e-01 1.207048294887260731e+00 -7.122719735023508303e-01 1.384633229525459308e+00 2.353562524740636097e-01 -1.188042429030558678e+00 -7.921636446865342185e-01 1.009198901101212575e+00 1.067717842398964390e+00 9.184610648714632841e-01 1.076866171744420342e+00 1.132035332332510524e+00 -9.620313033676901604e-01 -1.230478508380731695e+00 5.609866025328696937e-01 7.702088849754692435e-01 -1.186736719949058827e+00 5.374763550020905667e-01 1.508022692933908893e+00
-1.449523818929738583e+00 -1.451218673502197465e+00 -1.448457801885116414e+00 -1.449803606085521057e+00 -1.449803606085521057e+00 -1.754666787409357442e-01 -1.253053444991398147e+00 -6.039312282902371543e-01 1.182067869344962441e+00 -7.541799011296312916e-01 1.389846973991020862e+00 2.032863863981254626e-01 -1.200004838245599448e+00 -7.708969294482835855e-01 1.021990221300736135e+00 1.052925810371983628e+00 9.308559516773303733e-01 1.066395318881191434e+00 1.121613880716346268e+00 -9.714010261382491906e-01 -1.224154652680140121e+00 5.712841807230700786e-01 7.611699660238590015e-01 -1.192651734837722799e+00 5.460373258130832852e-01 1.503826271345325205e+00
-1.453034337089819550e+00 -1.454708315060814217e+00 -1.451993582534777394e+00 -1.453315696040880844e+00 -1.453315696040880844e+00 -1.755510511565140930e-01 -1.263386019011230710e+00 -5.817738773753950987e-01 1.175601298587871657e+00 -7.645190502792391651e-01 1.391035789044215321e+00 1.952508250594526817e-01 -1.202938355675021942e+00 -7.655482203234100780e-01 1.025156933204698584e+00 1.049199710762015902e+00 9.339357291350675050e-01 1.063755586460628511e+00 1.118993867324705516e+00 -9.737277396159008669e-01 -1.222559147946683522e+00 5.738504664940412558e-01 7.589032205828939448e-01 -1.194119630887442884e+00 5.481734121832509965e-01 1.502767143601808630e+00
-1.453473185339250628e+00 -1.455144553535964391e+00 -1.452435588836331393e+00 -1.453754740779711785e+00 -1.453754740779711785e+00 -1.702777751828672970e-01 -1.273341694595909734e+00 -5.594393280784794031e-01 1.169047089120631044e+00 -7.748015303047253166e-01 1.392178675229168050e+00 1.872085538885591427e-01 -1.205848930003943886e+00 -7.601868965774400966e-01 1.028311122657534993e+00 1.045462462526453473e+00 9.370078781675116320e-01 1.061107089649176993e+00 1.116368025332150404e+00 -9.760481380461654144e-01 -1.220957841604795036e+00 5.764134849988643561e-01 7.566336854085643493e-01 -1.195583173118382136e+00 5.503078233701099720e-01 1.501704013170628293e+00
-1.455009087253417599e+00 -1.456671321638343786e+00 -1.453982543451077802e+00 -1.455291330376798253e+00 -1.455291330376798253e+00 -1.755510511565140930e-01 -1.282917525579903240e+00 -5.369341898233063182e-01 1.162405725846107352e+00 -7.850265804729962271e-01 1.393275594965914133e+00 1.791598373284620793e-01 -1.208736507398558979e+00 -7.548130573730927884e-01 1.031452752321825095e+00 1.041714109904620100e+00 9.400723735202963782e-01 1.058449850218602606e+00 1.113736370597444347e+00 -9.783622074150050141e-01 -1.219350741058895293e+00 5.789732243861730465e-01 7.543613687926760125e-01 -1.197042356183450895e+00 5.524405530571894207e-01 1.500636883197959515e+00
-1.455447868544006651e+00 -1.457107493552847854e+00 -1.454424482311938993e+00 -1.455730308126807371e+00 -1.455730308126807371e+00 -1.755510511565140930e-01 -1.309338180371181881e+00 -4.684620809393150176e-01 1.141963658708288420e+00 -8.153496085714573294e-01 1.396290202366080591e+00 1.549776628701045322e-01 -1.217260726024534501e+00 -7.386174420984684685e-01 1.040801911441801675e+00 1.030402870083503730e+00 9.492196859019532695e-01 1.050425895006799504e+00 1.105806689054133818e+00 -9.852663015864061569e-01 -1.214494748643088595e+00 5.866326495570015620e-01 7.475278133659243318e-01 -1.201393697151576623e+00 5.588285900296721120e-01 1.497411527670325704e+00
-1.455886716793437730e+00 -1.457543732027998029e+00 -1.454866488613492992e+00 -1.456169352865638311e+00 -1.456169352865638311e+00 -1.755510511565140930e-01 -1.317367431809120193e+00 -4.453416610836451461e-01 1.134978657644202915e+00 -8.253374177942561785e-01 1.397202910756851546e+00 1.469058132916891690e-01 -1.220055785865508780e+00 -7.331945372901264024e-01 1.043892931557646175e+00 1.026610544931065849e+00 9.522533152537957513e-01 1.047733904252118320e+00 1.103151942639190919e+00 -9.875549153348691656e-01 -1.212864545860748766e+00 5.891791542645593571e-01 7.452444541046000515e-01 -1.202835390401114646e+00 5.609545306526217967e-01 1.496328431230093292e+00
-1.456106140918153269e+00 -1.457761851265573005e+00 -1.455087491764269991e+00 -1.456388875235053781e+00 -1.456388875235053781e+00 -1.755510511565140930e-01 -1.325003810187391107e+00 -4.220844169916284638e-01 1.127909023272203326e+00 -8.352640583416117703e-01 1.398069487494331131e+00 1.388288435441156488e-01 -1.222827586002984024e+00 -7.277596162725374906e-01 1.046971207436672824e+00 1.022807338550248302e+00 9.552791656019987698e-01 1.045033280811588972e+00 1.100491463300602879e+00 -9.898371305267477105e-01 -1.211228586297724119e+00 5.917223208262626377e-01 7.429583550125516966e-01 -1.204272697988629348e+00 5.630787582684001480e-01 1.495241351156630483e+00
-1.456983770458173622e+00 -1.458634261655227249e+00 -1.455971436926685403e+00 -1.457266897723893617e+00 -1.457266897723893617e+00 -1.755510511565140930e-01 -1.332245055685947532e+00 -3.986972311386797752e-01 1.120755278628104090e+00 -8.451287958065885064e-01 1.398889904084055003e+00 1.307470192114071617e-01 -1.225576075169894974e+00 -7.223127795697071862e-01 1.050036702640080977e+00 1.018993295961148515e+00 9.582972120727681897e-01 1.042324046885499733e+00 1.097825267106324887e+00 -9.921129333786121718e-01 -1.209586877518682657e+00 5.942621374825238778e-01 7.406695244420890001e-01 -1.205705614662888170e+00 5.652012665906731570e-01 1.494150290666988345e+00
-1.457203194582889161e+00 -1.458852380892802225e+00 -1.456192440077462402e+00 -1.457486420093309087e+00 -1.457486420093309087e+00 -1.755510511565140930e-01 -1.339089025415769019e+00 -3.751870244534964427e-01 1.113517952970437541e+00 -8.549309003621180514e-01 1.399664133549384237e+00 1.226606060371534523e-01 -1.228301202530352132e+00 -7.168541279259968979e-01 1.053089380880334547e+00 1.015168462312167730e+00 9.613074298564842080e-01 1.039606224744900942e+00 1.095153370158849837e+00 -9.943823101457495151e-01 -1.207939427114865349e+00 5.967985924892619254e-01 7.383779707555137017e-01 -1.207134135188692836e+00 5.673220493381772034e-01 1.493055252990006077e+00
-1.459177877787645183e+00 -1.460815320909685688e+00 -1.458181333553070003e+00 -1.459461987440404673e+00 -1.459461987440404673e+00 -1.755510511565140930e-01 -1.357217618140220683e+00 -3.039880224092790795e-01 1.091309875017709485e+00 -8.839541881294167291e-01 1.401709452218203866e+00 9.837649311206528302e-02 -1.236335911901050855e+00 -7.004082940601736862e-01 1.062170153225345581e+00 1.003629668402585606e+00 9.702908639555879455e-01 1.031401452804490138e+00 1.087103636337939161e+00 -1.001151747074410236e+00 -1.202962702465275369e+00 6.043876704048989357e-01 7.314870547711426196e-01 -1.211393267764459436e+00 5.736739813962715706e-01 1.489746309299842864e+00
-1.458080824122909291e+00 -1.459724791282456469e+00 -1.457076385239877592e+00 -1.458364442582149145e+00 -1.458364442582149145e+00 -1.755510511565140930e-01 -1.362453415987278538e+00 -2.800556388464209845e-01 1.083743640966667865e+00 -8.934985562547188565e-01 1.402298693805977159e+00 9.027438489432765278e-02 -1.238967092332598829e+00 -6.949033944393189222e-01 1.065171203778572329e+00 9.997621245446189908e-01 9.732695201849633770e-01 1.028649501925640974e+00 1.084409098089653023e+00 -1.003395282833036362e+00 -1.201292362005291103e+00 6.069105616843275541e-01 7.291846924416126585e-01 -1.212804151666006636e+00 5.757877991345783375e-01 1.488635395397095884e+00
-1.464443721986608438e+00 -1.466049849808257033e+00 -1.463485071968254392e+00 -1.464730189362266399e+00 -1.464730189362266399e+00 -1.755510511565140930e-01 -1.367282998558666529e+00 -2.560353438490604039e-01 1.076096564149913615e+00 -9.029767129098511536e-01 1.402841636182771357e+00 8.216901864149377122e-02 -1.241574663278207202e+00 -6.893871868400007763e-01 1.068159258215363838e+00 9.958840172740143215e-01 9.762402246485339941e-01 1.025889075242867543e+00 1.081708940115085005e+00 -1.005632324367217834e+00 -1.199616318274296489e+00 6.094300328280329859e-01 7.268796489560843677e-01 -1.214210613484421053e+00 5.778998599688204285e-01 1.487520520627535037e+00
-1.461591409241832284e+00 -1.463214499401719326e+00 -1.460612233330231602e+00 -1.461876599526330978e+00 -1.461876599526330978e+00 -1.755510511565140930e-01 -1.371704936644493111e+00 -2.319342457009268277e-01 1.068369210324433993e+00 -9.123879568682560226e-01 1.403338261495754358e+00 7.406066087125022512e-02 -1.244158576508384240e+00 -6.838597732896972703e-01 1.071134281164888291e+00 9.919953924975245529e-01 9.792029529258510223e-01 1.023120195448045777e+00 1.079003178721841483e+00 -1.007862858166340025e+00 -1.197934579022307933e+00 6.119460721859951713e-01 7.245719327360810036e-01 -1.215612648081166203e+00 5.800101576486563770e-01 1.486401688290472922e+00
-1.458300248247624831e+00 -1.459942910520031667e+00 -1.457297388390654591e+00 -1.458583964951564615e+00 -1.458583964951564615e+00 -1.755510511565140930e-01 -1.375717921668406341e+00 -2.077594765975651625e-01 1.060562151186347224e+00 -9.217315918538526720e-01 1.403788553415070472e+00 6.594957819970985458e-02 -1.246718784231223509e+00 -6.783212560231236532e-01 1.074096237410573806e+00 9.880962962464033827e-01 9.821576806620111455e-01 1.020342885302561564e+00 1.076291830251358439e+00 -1.010086870759103306e+00 -1.196247152025670113e+00 6.144586681240747916e-01 7.222615522129036680e-01 -1.217010250333872223e+00 5.821186859289625426e-01 1.485278901696933884e+00
-1.453253761214535089e+00 -1.454926434298389193e+00 -1.452214585685554393e+00 -1.453535218410296315e+00 -1.453535218410296315e+00 -1.755510511565140930e-01 -1.385291889989147984e+00 -1.348647798233756634e-01 1.036668547053979816e+00 -9.493499555485008790e-01 1.404861288368134398e+00 4.160264822926074135e-02 -1.254256703018694630e+00 -6.616401073422385481e-01 1.082903356081611257e+00 9.763366408136884278e-01 9.909736180624310053e-01 1.011960601414188421e+00 1.068124426296418461e+00 -1.016719647177459551e+00 -1.191150822725611791e+00 6.219756793167500186e-01 7.153145092831257879e-01 -1.221176412047098703e+00 5.884335920001992903e-01 1.481886849663122119e+00
-1.443819126481344250e+00 -1.445547906128475946e+00 -1.442712057168377804e+00 -1.444096359424828169e+00 -1.444096359424828169e+00 -2.743527560872329948e-02 -1.389611240813622972e+00 -8.603160097582532306e-02 1.020351695547283999e+00 -9.674116155159500074e-01 1.405344547233920105e+00 2.536262866554518658e-02 -1.259162598259197186e+00 -6.504657064314720571e-01 1.088708796352218622e+00 9.684453626109928992e-01 9.968104634193913904e-01 1.006330680803640520e+00 1.062651856047209797e+00 -1.021108646893372107e+00 -1.187724974883866524e+00 6.269695904387986296e-01 7.106699808244603123e-01 -1.223931598288561018e+00 5.926345681260235532e-01 1.479605771586387286e+00
-1.445793809686100273e+00 -1.447510846145359409e+00 -1.450004689059169793e+00 -1.450242583835529953e+00 -1.450242583835529953e+00 -1.489315540415451222e-01 -1.391149827111348714e+00 -6.156565461859168920e-02 1.012078737361718161e+00 -9.763352585344802215e-01 1.405516581212600702e+00 1.724079992714360951e-02 -1.261579593922250941e+00 -6.448627251645729919e-01 1.091591621517820743e+00 9.644844110713491903e-01 9.997166801529472346e-01 1.003503270410623927e+00 1.059907330166207196e+00 -1.023293251561812056e+00 -1.186003586192895920e+00 6.294612824359793191e-01 7.083437920824192657e-01 -1.225302499815470902e+00 5.947323491561957720e-01 1.478459329640050335e+00
-1.452156707549799419e+00 -1.453835904671159973e+00 -1.456855382089100592e+00 -1.454632763268551843e+00 -1.454632763268551843e+00 -1.746229545851522569e-01 -1.392273706054926397e+00 -3.707645418363424150e-02 1.003730238425736498e+00 -9.851865615395709597e-01 1.405642210170897632e+00 9.118114617457609428e-03 -1.263972561859826982e+00 -6.392493614685710313e-01 1.094461137817672958e+00 9.605133137158214929e-01 1.002614727713769360e+00 1.000667590926425321e+00 1.057157332537295602e+00 -1.025471241832069502e+00 -1.184276564926079800e+00 6.319494500231026546e-01 7.060149983271064578e-01 -1.226668933596235078e+00 5.968283172186608088e-01 1.477308956941487450e+00
